id,title,company,location,salary,type,description,posted,skills
75,Machine Learning Engineer,Tata Consultancy Services,Remote,$101K - $157K,Remote,Join our AI team to solve challenging problems in computer vision and NLP. You will research state-of-the-art algorithms and adapt them to our specific use cases. The role requires strong software engineering skills to integrate ML models into our existing software ecosystem while ensuring scalability and reliability. Be part of a diverse team pushing technological boundaries.,,"PyTorch, TensorFlow, NLP, Computer Vision, MLOps, Model Deployment"
76,Senior Frontend Developer,Infosys,"Kolkata, West Bengal",$140K - $163K,Part-time,"Lead the development of high-performance user interfaces using modern React ecosystems. Responsibilities include architecting frontend solutions, mentoring junior developers, and ensuring seamless UX across all devices. You will work closely with design teams to implement pixel-perfect components and optimize web performance for millions of global users. Looking for a self-motivated individual who loves solving complex problems.",,"React, TypeScript, Next.js, Tailwind CSS, Redux, Web Performance"
77,Cloud Architect,Microsoft India,"Ahmedabad, Gujarat",$123K - $165K,Full-time,"We are looking for a Cloud Architect to define our global infrastructure strategy. You will design serverless architectures, implement complex networking solutions, and ensure that our platform is highly available across multiple regions. This role involves mentoring engineering teams on cloud-native development patterns. We offer competitive benefits and a remote-friendly culture.",,"AWS, Azure, Cloud Security, Serverless, Infrastructure as Code"
78,Senior Frontend Developer,IBM India,"Noida, Uttar Pradesh",$92K - $159K,Full-time,"Join our engineering team to build the next generation of web interfaces. You will focus on building reusable component libraries, implementing advanced state management patterns, and ensuring our applications are accessible and performant. This role requires a deep understanding of browser internals and modern CSS techniques to deliver a premium user experience. Experience with agile methodologies is preferred for this role.",,"React, TypeScript, Next.js, Tailwind CSS, Redux, Web Performance"
79,UI/UX Designer,Flipkart,"Noida, Uttar Pradesh",$136K - $187K,Full-time,"Design intuitive and beautiful user experiences for our web and mobile applications. Conduct user research, create high-fidelity prototypes in Figma, and collaborate with developers to ensure faithful implementation of your designs. You will define the visual language and interaction patterns for our entire product suite. Join us to make a real impact.",,"Figma, Adobe XD, User Research, Prototyping, Wireframing, Visual Design"
80,Data Scientist,Google India,Remote,$101K - $195K,Full-time,"We are looking for a Data Scientist to build predictive models and recommendation engines. You will work with large-scale data systems, implement feature engineering pipelines, and evaluate model performance in production. Strong mathematical foundation and experience with A/B testing are essential for this role. Join us to make a real impact.",,"Python, R, SQL, Pandas, Scikit-Learn, Data Visualization"
81,Cloud Architect,HCL Technologies,"Gurugram, Haryana",$142K - $181K,Full-time,Architect the foundations of our multi-cloud ecosystem. You will focus on building resilient and secure environments using infrastructure as code and modern devsecops practices. Your goal is to provide a scalable and performant platform that supports our rapidly growing user base and evolving business needs. Experience with agile methodologies is preferred for this role.,,"AWS, Azure, Cloud Security, Serverless, Infrastructure as Code"
82,UI/UX Designer,Tata Consultancy Services,"Jaipur, Rajasthan",$146K - $180K,Full-time,"Design intuitive and beautiful user experiences for our web and mobile applications. Conduct user research, create high-fidelity prototypes in Figma, and collaborate with developers to ensure faithful implementation of your designs. You will define the visual language and interaction patterns for our entire product suite. We offer competitive benefits and a remote-friendly culture.",,"Figma, Adobe XD, User Research, Prototyping, Wireframing, Visual Design"
83,Cloud Architect,IBM India,"Ahmedabad, Gujarat",$89K - $173K,Part-time,"We are looking for a Cloud Architect to define our global infrastructure strategy. You will design serverless architectures, implement complex networking solutions, and ensure that our platform is highly available across multiple regions. This role involves mentoring engineering teams on cloud-native development patterns. Be part of a diverse team pushing technological boundaries.",,"AWS, Azure, Cloud Security, Serverless, Infrastructure as Code"
84,QA Engineer,Tata Consultancy Services,"Bengaluru, Karnataka",$140K - $193K,Part-time,"Lead our quality assurance efforts to deliver bug-free software to our customers. You will design test plans, manage test data, and integrate testing into our CI/CD pipelines. This role requires a meticulous eye for detail and the ability to think like a user to identify edge cases and potential failure points. We offer competitive benefits and a remote-friendly culture.",,"Selenium, Cypress, Jest, Manual Testing, API Testing, Load Testing"
85,Full Stack Developer,Amazon India,"Kolkata, West Bengal",$125K - $186K,Full-time,"End-to-end development of web applications using the MERN stack. Handle everything from database design and server-side logic to building interactive frontend components with React. You will be responsible for the entire feature lifecycle, ensuring a cohesive and performant experience across the full application stack. Be part of a diverse team pushing technological boundaries.",,"React, Node.js, MongoDB, Express.js, GraphQL, AWS"
86,UI/UX Designer,Amazon India,"Noida, Uttar Pradesh",$143K - $152K,Full-time,"We are seeking a UI/UX Designer who can balance aesthetics with usability. You will create user flows, wireframes, and final mockups that solve complex user problems simply. This role involves constant iteration based on user feedback and data, ensuring our products are always evolving to meet user needs. Join us to make a real impact.",,"Figma, Adobe XD, User Research, Prototyping, Wireframing, Visual Design"
